Time,Animal Type and Number,Location,Rating,Tinged By,Title
1:00pm,2 Lions stationary,"S100, 8km E of H1-3 Near Satara",4/5,Raheel,"Dec 23, 2023 · 3:55 PM UTC"
4:59pm,3 Lions still there stationary,"S130, 3.5km N of H4-2 S junction Near Crocodile bridge",5/5,Vaiks,"Dec 23, 2023 · 3:55 PM UTC"
5:11pm,3 Lions on the move,"S130, 3km N of H4-2 S junction Near Crocodile bridge",5/5,Eesa Tayob,"Dec 23, 2023 · 3:54 PM UTC"
12:45pm,Pride of Lion stationary,"S34, 10.7km E of S36 Near Tshokwane",4/5,Henri and Rudi,"Dec 23, 2023 · 3:54 PM UTC"
3:22pm,4 Lions stationary,"S37, 13km N of S35. 100m in the bush Near Tshokwane",1/5,Henri and Rudi,"Dec 23, 2023 · 3:53 PM UTC"
12:56pm,3 Lions stationary,"S25, 300m E of S114 Near Malelane",2/5,AfricanBushKingdom,"Dec 23, 2023 · 11:50 AM UTC"
1:23pm,3 Lions stationary,"S130, 3.4km N of H4-2 S junction Near Crocodile Bridge",5/5,G Roodt,"Dec 23, 2023 · 11:50 AM UTC"
11:25am,1 Lion sleeping,"H7, 1.7km E of S106 W junction Near Orpen",1/5,Ludmilla,"Dec 23, 2023 · 10:59 AM UTC"
9:16am,Pride of Lion stationary,"S25, 400m E from S114, in the shade. Distant visual under bushes. Near Malelane",5/5,Christelle - Capture Nature Kruger Safaris,"Dec 23, 2023 · 10:41 AM UTC"
6:28am,3 Lions stationary,"S100, 8.3km E of H1-3 Near Satara",2/5,Ludmilla,"Dec 23, 2023 · 10:33 AM UTC"
9:49am,3 Lion sleeping,"S25, 900m E of S114 Near Malelane",3/5,adanfra,"Dec 23, 2023 · 9:05 AM UTC"
10:31am,3 Lion ,"S25, 900m E of S114 Near Malelane",2/5,CStrijdom,"Dec 23, 2023 · 9:05 AM UTC"
6:28am,3 Lion stationary,"S100, 8.3km E of H1-3 Near Satara",2/5,Ludmilla,"Dec 23, 2023 · 7:42 AM UTC"
6:52am,1 Lion stationary,"S39, 17.3km W from H1-4 Near Satara",5/5,Henri and Rudi,"Dec 23, 2023 · 7:37 AM UTC"
8:20am,Pride of Lion stationary,"S25, 900m E of S114 Near Malelane",4/5,Neels,"Dec 23, 2023 · 6:52 AM UTC"
7:35am,3 Lion sleeping,"S25, 390m E of S114 Near Malelane",2/5,Theesan,"Dec 23, 2023 · 6:34 AM UTC"
7:46am,1 Lion walking along the road,"S28, 2.7km E of H4-2 S junction Near Crocodile Bridge",5/5,ElizeHogg,"Dec 23, 2023 · 6:34 AM UTC"
7:53am,1 Lion drinking water on bridge,"S28, 2.7km E of H4-2 S junction Near Crocodile Bridge",5/5,ElizeHogg,"Dec 23, 2023 · 6:27 AM UTC"
8:03am,1 Lion drinking,"S28, 2.7km E of H4-2 S junction Near Crocodile Bridge",5/5,AfricanBushKingdom,"Dec 23, 2023 · 6:27 AM UTC"
7:06am,1 Lion feeding,"S28, 2.5km E of H4-2 S junction, 5m from the road Near Crocodile Bridge",5/5,adanfra,"Dec 23, 2023 · 5:39 AM UTC"
7:03am,3 Lions stationary,"S100, 8.4km E of H1-3 Near Satara",5/5,tomtomco90,"Dec 23, 2023 · 5:38 AM UTC"
7:07am,4 Lions walking around each other,"S25, between S114 and S119 Near Malelane",5/5,Candy,"Dec 23, 2023 · 5:13 AM UTC"
12:11pm,3 Lions stationary,"S90, 300m E of H1-4 Near Satara",3/5,Callumn photography,"Dec 22, 2023 · 2:34 PM UTC"
1:31pm,Photo of the Lion drinking,"H1-2, 3.6km W of S83 E, drinking water and then  crossing the river Near Skukuza",3/5,Christelle - Capture Nature Kruger Safaris,"Dec 22, 2023 · 2:31 PM UTC"
1:31pm,1 Lion drinking,"H1-2, 3.6km W of S83 E, drinking water and then  crossing the river Near Skukuza",3/5,Christelle - Capture Nature Kruger Safaris,"Dec 22, 2023 · 2:04 PM UTC"
10:10am,7 Lion on the move,"S125, 10km W of H1-3 Near Satara",5/5,Sheila,"Dec 22, 2023 · 12:09 PM UTC"
4:42am,2 Lion crossed road,"H7, 3.4km E of S106 W junction Near Orpen",5/5,rouxtjie,"Dec 22, 2023 · 10:29 AM UTC"
11:10am,Vurhami pride of Lion stationary,"S28, 1km E from H4-2 S entrance, E side of road at lollipop entrance Near Crocodile Bridge",5/5,Jean - Discover Kruger Safaris,"Dec 22, 2023 · 9:23 AM UTC"
10:01am,1 Lion sleeping,"S114, under a tree about  halfway between the S22 and H1-1 Near Skukuza",3/5,The Emmett Family Adventures,"Dec 22, 2023 · 8:47 AM UTC"
6:41am,Photo of the pride of Lion stationary,"H4-2, 800m E of S28 S entrance. Near Crocodile Bridge",3/5,Christelle - Capture Nature Kruger Safaris,"Dec 22, 2023 · 8:01 AM UTC"
5:05am,2 Lions mating,"H7, 1km E of S106 W junction Near Orpen",5/5,Callumn photography,"Dec 22, 2023 · 5:29 AM UTC"
6:36am,3 Lions stationary and Black backed Jackal,"H4-2, 1km N of S28 S junction Near Crocodile Bridge",2/5,Andrew123,"Dec 22, 2023 · 5:16 AM UTC"
1:30pm,11 Lions stationary,"H1-3, near Mazithi Dam Near Tshokwane",4/5,ViajerosCallejeros,"Dec 24, 2023 · 2:03 PM UTC"
12:14pm,1 Lion stationary,"S28, 2.8km N of the H4-2 S entrance Near Crocodile Bridge",4/5,prish,"Dec 24, 2023 · 2:01 PM UTC"
10:50am,Photo of the Pride of Lion stationary,"S137, 1.3km E of S130 on S side, in the rain Near Lower Sabie",5/5,Jean - Discover Kruger Safaris,"Dec 26, 2023 · 9:44 AM UTC"
10:10am,3 Lions,"H14, 2km before Nandzana Near Phalaborwa",5/5,minx,"Dec 26, 2023 · 9:32 AM UTC"
9:35am,6 Lions stationary,"S137, 1km E of S130 Near Lower Sabie",3/5,Wildphotos 40,"Dec 26, 2023 · 9:04 AM UTC"
10:00am,3 Lions marking territory,"S37, 10km E of H1-3 Near Tshokwane",5/5,T,"Dec 26, 2023 · 8:34 AM UTC"
8:39am,4 Lion stationary,"S25, 1km W of S27 Near Crocodile Bridge",3/5,TanyaLab,"Dec 26, 2023 · 7:03 AM UTC"
8:13am,1 Lion on the move,"H4-2, 900m N of S28 S junction, went into the bush Near Crocodile Bridge",3/5,nadine,"Dec 26, 2023 · 6:46 AM UTC"
8:04am,4 Lion stationary,"S25, 1km W of S27 Near Crocodile Bridge",5/5,Chanté,"Dec 26, 2023 · 6:32 AM UTC"
7:11am,Pride of Lion stationary,"S137, 2km after Dukes dam Near Lower Sabie",5/5,N and N,"Dec 26, 2023 · 6:32 AM UTC"
7:17am,4 Lion stationary,"S25, 1km W of S27 Near Crocodile Bridge",1/5,Bretsk1234,"Dec 26, 2023 · 5:37 AM UTC"
7:13am,2 Lion stationary,"S25, 1.1km W of S27 Near Crocodile Bridge",1/5,Tanjaskinner,"Dec 26, 2023 · 5:25 AM UTC"
7:12am,1 Lion stationary,"H4-2, 150m S of S28 S junction. laying in the grass Near Crocodile Bridge",3/5,Mieke4,"Dec 26, 2023 · 5:25 AM UTC"
7:12am,1 Lion stationary,"H4-2, 750m N of S25 Near Crocodile Bridge",5/5,adanfra,"Dec 26, 2023 · 5:25 AM UTC"
6:58am,2 Lion stationary,"H9, 4.8km W of S96 Near Letaba",5/5,Chop Su,"Dec 26, 2023 · 5:25 AM UTC"
6:57am,6 Lion on the move,"H4-2, in the road, 100m N of the Vulhami bridge Near Crocodile Bridge",5/5,Junius,"Dec 26, 2023 · 5:04 AM UTC"
5:03am,1 Lion on the move,"H6, 4.2km E of H1-3 Near Satara",5/5,Rafaelfco,"Dec 26, 2023 · 4:45 AM UTC"
5:09am,4 Lion stationary,"H7, 5km from H1-3 Near Satara",5/5,Park Jamaat/Bajeesquad,"Dec 26, 2023 · 4:26 AM UTC"
10:19am,3 Lion stationary,"H1-2, 4.4km N of the H12 Near Skukuza",4/5,Ludmilla,"Dec 25, 2023 · 3:03 PM UTC"
8:20am,2 Lion on the move,"S118, W of the S114 Near Malelane",5/5,TommyJvr,"Dec 25, 2023 · 3:03 PM UTC"
7:50am,1 Lion stationary,"H7, 1.6km W of the H1-3 Near Satara",5/5,Park Jamaat/Bajeesquad,"Dec 25, 2023 · 2:55 PM UTC"
9:30am,3 Lion stationary,"S28, 1.5km E of H4-2 S junction Near Crocodile Bridge",5/5,Neels,"Dec 27, 2023 · 7:53 AM UTC"
7:58am,3 Lion stationary,"S28, 1.5km E from the H4-2 S entrance. Near Crocodile Bridge",3/5,SMG GROUP,"Dec 27, 2023 · 6:19 AM UTC"
6:59am,3 Lion stationary,"S28, 1.5km E from the H4-2 S entrance. Near Crocodile Bridge",2/5,Duval,"Dec 27, 2023 · 5:16 AM UTC"
6:50am,Vurhami pride of Lion stationary,"S28, 1.5km E from the H4-2 S entrance. On E side Near Crocodile Bridge",5/5,Jean - Discover Kruger Safaris,"Dec 27, 2023 · 5:03 AM UTC"
6:27am,5 Lion hunting Blue Wildebeest,"H7, at Tamboti camp turnoff Near Orpen",5/5,Boatman3678,"Dec 27, 2023 · 4:36 AM UTC"
2:17pm,1 Lion stationary,"H1-2, 3km E of S83 W junction Near Skukuza",1/5,Fikiz and Co,"Dec 26, 2023 · 3:25 PM UTC"
3:37pm,5 Lions on the move,"H7, 3km E of Tamboti turnoff Near Orpen",5/5,Sheila,"Dec 26, 2023 · 1:41 PM UTC"
2:50pm,1 Lion stationary,"S126, 4.5km W from H1-3 Near Satara",5/5,Ansunette,"Dec 26, 2023 · 1:03 PM UTC"
7:33am,1 Lion on the move,"S1, 2.3km E of S3 Near Phabeni",5/5,LeonSmrs,"Dec 28, 2023 · 6:16 AM UTC"
5:13am,2 Lions on a kill,"H3, Matjulu Bridge Near Malelane",5/5,AfricanBushKingdom,"Dec 28, 2023 · 4:27 AM UTC"
5:40am,Mating pair of Lions ,"S130, 800m E of H4-2 S junction, next to the road Near Crocodile Bridge",5/5,JP,"Dec 28, 2023 · 4:18 AM UTC"
1:33pm,3 Lions stationary,"S28, 1.5km E of H4-2 S Near Crocodile bridge",5/5,Danz05,"Dec 27, 2023 · 3:49 PM UTC"
5:15pm,2 Lions on a kill,"H3, Matjulu bridge Near Malelane",4/5,NY ENERGY,"Dec 27, 2023 · 3:46 PM UTC"
4:41pm,2 Lions eating waterbuck,"H3, Matjulu Bridge Near Malelane",5/5,AfricanBushKingdom,"Dec 27, 2023 · 3:33 PM UTC"
4:30pm,2 Lions on a kill,"H3, Matjulu Bridge Near Malelane",5/5,AfricanBushKingdom,"Dec 27, 2023 · 3:32 PM UTC"
4:39pm,4 Lions crossed road,"H4-1, 2.2km W of H12 Near Skukuza",5/5,prish,"Dec 27, 2023 · 3:31 PM UTC"
4:17pm,4 Lions on the move,"H4-1, 2.2km W of H12 Near Skukuza",5/5,prish,"Dec 27, 2023 · 3:30 PM UTC"
3:37pm,3 Lions stationary,"H3, 400m N of S121, 50m from the road Near Malelane",4/5,LeonSmrs,"Dec 27, 2023 · 2:28 PM UTC"
4:15pm,3 Lions on the move,"S28, 1.5km E of H4-2 S junction, crossed the road from South to North Near Crocodile Bridge",5/5,Jezbods,"Dec 27, 2023 · 2:28 PM UTC"
12:17pm,3 Lions sleeping,"S28, 1.5km E of H4-2 S junction, 100m E of the powerlines Near Crocodile Bridge",4/5,Wildphotos 40,"Dec 27, 2023 · 2:19 PM UTC"
3:05pm,4 Lions stationary,"H7, at Tamboti/Maroela turniff Near Orpen",3/5,Kevin kruger,"Dec 27, 2023 · 2:18 PM UTC"
3:57pm,2 Lions on a kill,"H3, killed a male Waterbuck in the Matjulu riverbed Near Malelane",5/5,Enid,"Dec 27, 2023 · 2:06 PM UTC"
2:46pm,3 Lions on the move,"H4-1, 9.9km W of H12 Near Skukuza",5/5,SniperScheepers,"Dec 27, 2023 · 2:06 PM UTC"
3:19pm,3 Lions on the move,"H4-1, 8.5km W of H12 Near Skukuza",5/5,JeanneLangley,"Dec 27, 2023 · 1:47 PM UTC"
10:34am,2 Lions stationary,"S21, 200m E of S114 Near Skukuza",3/5,Louw Family,"Dec 27, 2023 · 1:47 PM UTC"
2:32pm,3 Lions on the move,"H4-1, 9.9km W of H12 Near Skukuza",5/5,EddyB,"Dec 27, 2023 · 12:45 PM UTC"
1:05pm,2 Lions stationary,"S21, 100m from S114 Near Skukuza",4/5,Mel,"Dec 27, 2023 · 11:16 AM UTC"
12:04pm,3 Lions stationary,"S28, 1.5km E of H4-2 S junction Near Crocodile Bridge",3/5,Zakariyya,"Dec 27, 2023 · 10:42 AM UTC"
11:47am,2 Lions sleeping,"S28, 1.5km E of H4-2 S junction Near Crocodile Bridge",3/5,Zakariyya,"Dec 27, 2023 · 10:42 AM UTC"
10:05am,1 Lion on the move,"H4-2, 100m N of the Crocodile River, heading W parallel with the river Near Crocodile Bridge Gate",2/5,Jezbods,"Dec 27, 2023 · 9:09 AM UTC"
10:18am,1 Lion on the move,"H4-2, by the Crocodile River Near Crocodile Bridge Gate",3/5,JW118,"Dec 27, 2023 · 9:09 AM UTC"
9:33am,2 Lion stationary,"H3, Matjulu Bridge Near Malelane",1/5,JeanneLangley,"Dec 29, 2023 · 8:11 AM UTC"
9:30am,2 Lion stationary,"H3, Matjulu Bridge Near Malelane",3/5,Neels,"Dec 29, 2023 · 8:03 AM UTC"
6:59am,1 Lion ,"H7, 750m W of S106 W junction Near Orpen",5/5,Lushafricansafaris,"Dec 29, 2023 · 7:29 AM UTC"
6:00am,3 Lions stationary,"H3, 3.5km N of S114 Near Malelane",5/5,AfricanBushKingdom,"Dec 29, 2023 · 5:54 AM UTC"
7:23am,Pride of Lion on a kill,"H7, 1km E of S106 W junction, right next to road Near Orpen",5/5,Sheila,"Dec 29, 2023 · 5:52 AM UTC"
7:34am,1 Lion stationary,"S25, 1.4km W of S27, 200m from the road in grass Near Crocodile Bridge",4/5,EstKruger,"Dec 29, 2023 · 5:49 AM UTC"
6:29am,1 Lion sleeping,"H11, 5km E of S1 Near Skukuza",2/5,Robinbt,"Dec 29, 2023 · 4:39 AM UTC"
5:40am,2 Lions stationary,"H3, about 1km S of Biyamiti bridge Near Jock Safari Lodge",5/5,Minké,"Dec 29, 2023 · 4:31 AM UTC"
1:53pm,1 Lion hunting,"S130, Gomodwane loop S side off H4-2, hunting Wildebeest Near Crocodile Bridge",5/5,Kumbana,"Dec 28, 2023 · 11:58 AM UTC"
12:28pm,3 Lions stationary,"S114, Renosterkoppies dam Near Skukuza",5/5,Antoinette,"Dec 28, 2023 · 10:50 AM UTC"
11:06am,1 Lion stationary,"S130, 1.6km E of H4-2 S junction Near Crocodile Bridge",1/5,VOliviertjie,"Dec 28, 2023 · 9:16 AM UTC"
10:28am,2 Lion stationary,"S130, 1.2km E from H4-2 S entrance Near Crocodile Bridge",3/5,Antoinette,"Dec 28, 2023 · 8:35 AM UTC"
7:51am,2 Lion stationary,"H7, at S106 W junction Near Orpen",5/5,Sheila,"Dec 30, 2023 · 7:09 AM UTC"
7:35am,1 Lion stationary,"S25, 600m W of S27 Near Crocodile Bridge",5/5,CharlieSim,"Dec 30, 2023 · 6:05 AM UTC"
7:42am,1 Lion stationary,"S25, 1km W of S27 Near Crocodile Bridge",5/5,Schmitt Family,"Dec 30, 2023 · 5:53 AM UTC"
6:45am,2 Lion sleeping,"H7, at S106 W junction Near Orpen",5/5,tyma,"Dec 30, 2023 · 5:07 AM UTC"
6:22am,Video of the Lion on the move,"S1, 4.6km E after the S3 turn off towards Skukuza Near Phabeni",5/5,MoeyIsmail,"Dec 30, 2023 · 5:07 AM UTC"
5:00am,Pride of Lion stationary,"H1-6, near H15 to Malopenyana Near Letaba",5/5,Chris,"Dec 30, 2023 · 4:36 AM UTC"
5:20pm,2 Lions stationary,"S121, 1.7km W of S114 Near Malelane",5/5,Neels,"Dec 29, 2023 · 3:31 PM UTC"
4:10pm,Pride of Lion stationary,"S121, 1.7km W of S114 Near Malelane",5/5,Mel,"Dec 29, 2023 · 2:17 PM UTC"
10:33am,1 Lion stationary,"H3, 50m S of S110 sand, on the Matjulu bridge Near Malelane",3/5,Wildphotos 40,"Dec 29, 2023 · 10:31 AM UTC"
11:40am,3 Lion on the move,"S22, off the S114 Near Skukuza",5/5,Evi,"Dec 29, 2023 · 9:58 AM UTC"
12:53pm,1 Lion stationary,"H1-3, 1.1km S of S100, lying in the grass Near Satara",2/5,Lunga,"Dec 30, 2023 · 3:40 PM UTC"
11:14am,1 Lion on the move,"H1-4, about 12km S of S147, going deeper into the bush Near Satara",2/5,Lunga,"Dec 30, 2023 · 3:40 PM UTC"
1:21pm,2 Lions stationary,"S114, 220m S of S119 Near Malelane",5/5,BushAddict,"Dec 30, 2023 · 1:32 PM UTC"
1:02pm,3 Lions on the move,"S25, by S27 Near Crocodile Bridge",5/5,RyanB96,"Dec 30, 2023 · 11:28 AM UTC"
1:09pm,3 Lions,"S25, 500m W from S27 50m from the road Near Crocodile bridge",3/5,Ryan,"Dec 30, 2023 · 11:16 AM UTC"
12:32pm,1 Lion sleeping,"S25, about 5km W of H4-2 Near Crocodile Bridge",3/5,Bianca Koster,"Dec 30, 2023 · 11:13 AM UTC"
