Time,Animal Type and Number,Location,Rating,Tinged By,Title,Tweet Date
7:30am,1 Cheetah stationary,"""Lying 20m off the road on the northen side."" H7, 300m E of S39/36 junction Near Satara",4/5,Donald - Khalanga Safaris,"Dec 13, 2023 · 10:44 AM UTC",22h
12:01pm,1 Leopard drinking,"""It was in a tree and then came down to drink water."" S25, 11.2km E of S139 Near Crocodile Bridge",5/5,The Neumann Girls,"Dec 13, 2023 · 10:35 AM UTC",22h
8:15am,3 Lion on the move with kill,"S41, 6.5km S of S90 Near Satara",5/5,Mdmar,"Dec 13, 2023 · 10:29 AM UTC",22h
10:00am,1 Lion stationary,"""A male on the right-hand side of the road. He was initially standing, walked some steps, and then lay down in the grass."" S40, 200m N of H7 Near Satara",3/5,Grietje,"Dec 13, 2023 · 10:25 AM UTC",22h
10:30am,Pride of Lion stationary,"""Update: They are still here, on the northern side of the road. Visibility varies from 2/5 to 4/5."" H5, 4.2km S of S108 Near Crocodile Bridge",4/5,Christelle - Capture Nature Kruger Safaris,"Dec 13, 2023 · 10:25 AM UTC",22h
12:01pm,1 Leopard in a tree,"H1-1, 3.6km S of H11 Near Skukuza",3/5,francois_vis,"Dec 13, 2023 · 10:05 AM UTC",22h
11:12am,1 Leopard in a tree,"S25, 6.7km E of S119 Near Malelane",3/5,KennieG13,"Dec 13, 2023 · 10:04 AM UTC",22h
11:12am,1 Leopard in a tree,"H1-1, 3.6km S of H11 Near Skukuza",3/5,Wilemneree,"Dec 13, 2023 · 9:29 AM UTC",23h
8:50am,100 plus Buffalo grazing,"S26, 3km E of S102 Near Crocodile Bridge",3/5,BerniceVos,"Dec 13, 2023 · 9:21 AM UTC",23h
10:18am,4 Wild Dogs sleeping,"H3, 200m S of Afsaal Near Malelane",5/5,The Neumann Girls,"Dec 13, 2023 · 8:40 AM UTC",Dec 13
7:30am,Pack of Wild Dog on the move,"""Heading North."" H1-4, at the S89 junction Near Olifants",5/5,Alberto - Matimba Lodge,"Dec 13, 2023 · 7:54 AM UTC",Dec 13
9:15am,2 Lions stationary,"""Males in the grass, 70m from the road on the eastern side. Visibility is 5/5 when up."" S40, 400m from H7 Near Satara",5/5,Alberto - Matimba Lodge,"Dec 13, 2023 · 7:53 AM UTC",Dec 13
7:55am,1 Leopard on the move,"""Walking through the grassland on the left hand side."" H1-4, about 2km N of S90 Near Satara",4/5,Grietje,"Dec 13, 2023 · 7:41 AM UTC",Dec 13
7:15am,2 Lions stationary,"""Males in the bushes next to the road on the eastern side. We were the first car by them. They then both got up and moved deeper into the bush. Visual varies. H3, 4.5km N of S113 Near Skukuza",5/5,MichaelLever1 - Latest Sightings,"Dec 13, 2023 · 7:29 AM UTC",Dec 13
8:00am,2 Southern Ground Hornbills on the move,"S118, 1.3km from S114 Near Malelane",5/5,JessicaJane,"Dec 13, 2023 · 7:09 AM UTC",Dec 13
7:25am,3 Southern Ground Hornbills in a tree,"""Two are in a tree on the Western side and one has what looks like a frog in its beak. The third one flew over the road and out of sight."" H3, 1.2km N of S113 Near Skukuza",5/5,MicahelLever1 - Latest Sightings,"Dec 13, 2023 · 7:08 AM UTC",Dec 13
8:54am,5 Lions sleeping,"H5, 2.1km from H4-2 Near Crocodile Bridge",4/5,Didi,"Dec 13, 2023 · 6:59 AM UTC",Dec 13
6:00am,2 Lions on the move,"""Walking on the road."" S30, just off H12 Near Skukuza",5/5,Gert,"Dec 13, 2023 · 6:37 AM UTC",Dec 13
8:15am,2 Spotted Hyenas on the move,"""Moving along the road."" S25, 3km E of S26 Near Crocodile Bridge",5/5,Motalas,"Dec 13, 2023 · 6:29 AM UTC",Dec 13
7:55am,1 Lion stationary,"""A female."" S25, 3.6km E of S26 Near Crocodile Bridge",4/5,Didi,"Dec 13, 2023 · 6:06 AM UTC",Dec 13
7:45am,1 Saddle billed Stork stationary,"""Right on the side of the road on the Western side."" H3, 3.2km N of Afsaal Near Malelane",5/5,MichaelLever1 - Latest Sightings,"Dec 13, 2023 · 6:02 AM UTC",Dec 13
7:40am,1 Leopard in a tree,"""Chilling."" H1-1, about 1km from Skukuza",5/5,The Neumann Girls,"Dec 13, 2023 · 5:57 AM UTC",Dec 13
7:34am,1 Leopard in a tree,"H1-1, 1.5km S of H11 Near Skukuza",4/5,kingelen460,"Dec 13, 2023 · 5:57 AM UTC",Dec 13
7:43am,2 Lions stationary,"S118, 850m from S114 Near Malelane",3/5,JessicaJane,"Dec 13, 2023 · 5:57 AM UTC",Dec 13
7:42am,7 Wild Dogs on the move,"""Bathing in a puddle."" S25, 6.1km E of S26 Near Crocodile Bridge",5/5,Didi,"Dec 13, 2023 · 5:50 AM UTC",Dec 13
7:28am,1 Lion stationary,"S25, 3.6km E of S26 Near Crocodile Bridge",3/5,BerniceVos,"Dec 13, 2023 · 5:35 AM UTC",Dec 13
6:36am,1 Leopard on the move,"""Update: It left the tree."" H11, 1.8km from Paul Kruger Gate",0/5,LauLau,"Dec 13, 2023 · 5:03 AM UTC",Dec 13
6:23am,1 Leopard in a tree with kill,"""Looks like an impala kill."" H11, 1.8km from Paul Kruger Gate",3/5,lemonadeshock,"Dec 13, 2023 · 5:02 AM UTC",Dec 13
6:32am,1 Leopard on the move,"""It was in a tree then later jumped off and went into the bush. Visibility was 5/5 before going into the bushes."" S114, 4km from H3 Near Malelane",0/5,Aryeh,"Dec 13, 2023 · 5:02 AM UTC",Dec 13
6:21am,6 Spotted Hyenas stationary,"""Chilling on the road."" S1, about 1.5km E of S3 Near Phabeni",5/5,The Neumann Girls,"Dec 13, 2023 · 5:01 AM UTC",Dec 13
6:00am,7 Spotted Hyena stationary,"""On the road side. There is a baby suckling."" S1, close to Phabeni Gate",5/5,Aaqilah Moula,"Dec 13, 2023 · 4:29 AM UTC",Dec 13
5:50pm,1 Leopard in a tree,"""On the Southern side of the road, very obscured by the foliage."" H11, 1.7km from Paul Kruger Gate",2/5,MichaelLever1 - Latest Sightings,"Dec 12, 2023 · 4:01 PM UTC",Dec 12
4:15pm,2 Bushbucks stationary,"""A first for me. A juvenile bushbuck."" H4-1, 1.2km N of Nkuhlu Picnic Spot Near Skukuza",5/5,MichaelLever1 - Latest Sightings,"Dec 12, 2023 · 3:22 PM UTC",Dec 12
4:05pm,1 Boomslang on the move,"""It slithered quickly across the road and up a tree where it disappeared completely from view. Too quick for a photo."" H4-1, 3.1km S of Nkuhlu Picnic Spot Near Lower Sabie",5/5,MichaelLever1 - Latest Sightings,"Dec 12, 2023 · 3:22 PM UTC",Dec 12
4:28pm,2 Spotted Hyena stationary,"""Baby hyenas peeking out the culvert on the left. They later went back into the culvert."" S1, about 1km from S4 going from Skukuza",5/5,Greg,"Dec 12, 2023 · 2:52 PM UTC",Dec 12
1:30pm,Pride of Lion ,"""Update: they are sleeping."" S108, 100m from H5 Near Crocodile Bridge",5/5,Yusuf,"Dec 12, 2023 · 12:29 PM UTC",Dec 12
1:26pm,1 Hippopotamus stationary,"S25, 2.3km W of S27 Near Crocodile Bridge",5/5,Jescom,"Dec 12, 2023 · 11:38 AM UTC",Dec 12
11:55am,2 Impalas feeding,"""Baby having a midday snack."" S3, 5km N of S1 Near Phabeni",5/5,Frannie - Tambotie Transfers and Tours,"Dec 12, 2023 · 11:37 AM UTC",Dec 12
11:20am,1 African Fish Eagle in a tree,"S3, 3km from H11 Near Paul Kruger Gate",5/5,Frannie - Tambotie Transfers and Tours,"Dec 12, 2023 · 11:37 AM UTC",Dec 12
5:55am,10 Wild Dog on the move,"S128, 1.2km N of S30 Near Lower Sabie",5/5,Mdmar,"Dec 12, 2023 · 11:01 AM UTC",Dec 12
12:39pm,4 Lion sleeping,"S108, 170m from H5 Near Crocodile Bridge",5/5,sarajanemalone,"Dec 12, 2023 · 11:00 AM UTC",Dec 12
6:48am,2 Spotted Hyena stationary,"H3, 2km S of Afsaal Near Malelane",5/5,Zian2025,"Dec 12, 2023 · 10:37 AM UTC",Dec 12
12:25pm,1 Crocodile feeding,"""It has a catfish in its mouth."" H10, at the Sabie Bridge Near Lower Sabie",5/5,KopiteonSafari,"Dec 12, 2023 · 10:37 AM UTC",Dec 12
10:45am,2 Mauritian Tomb Bat stationary,"""The Afsaal regulars hanging under the thatch by the waiting area."" Afsaal Trader's Rest, at the picnic site Near Malelane",5/5,MichaeLLever1 - Latest Sightings,"Dec 12, 2023 · 10:30 AM UTC",Dec 12
10:25am,2 Southern Ground Hornbill on the move,"""One was carrying a dead bird while walking across the road and into the bushes."" Renosterpan access road, 1.8km from H3 Near Malelane",5/5,MichaeLLever1 - Latest Sightings,"Dec 12, 2023 · 10:30 AM UTC",Dec 12
11:45am,1 Lion stationary,"""Update: Male on the western side of the road under a bush."" H1-1, 230m S of S114 Near Skukuza",5/5,MichaeLLever1 - Latest Sightings,"Dec 12, 2023 · 10:19 AM UTC",Dec 12
11:45am,7 Lion stationary.,"""Relaxing and sleeping."" S108, 170m from H5 Near Crocodile Bridge",5/5,Liske and Gian,"Dec 12, 2023 · 10:09 AM UTC",Dec 12
11:00am,3 Cheetah on the move,"""Update: Mom with 2 cubs."" S82, 8km from H4-2 S entrance Near Lower Sabie",5/5,Didi,"Dec 12, 2023 · 9:55 AM UTC",Dec 12
7:26am,Pack of Wild Dog on the move,"""Moving towards H1-1."" S65, 1km from H1-1 Near Skukuza",5/5,"Justin, Nikki and Gayle","Dec 12, 2023 · 9:17 AM UTC",Dec 12
10:58am,2 Black backed Jackal on the move,"S28, 3.4km from H4-2 S entrance Near Crocodile Bridge",5/5,Kerry - Kruger Pride Safaris,"Dec 12, 2023 · 9:01 AM UTC",Dec 12
9:55am,3 Lion stationary,"S137, 500m E of Duke waterhole access road Near Lower Sabie",5/5,Ou Maat,"Dec 12, 2023 · 8:59 AM UTC",Dec 12
8:36am,1 Leopard on the move,"S137, 400m W of Duke waterhole access road Near Lower Sabie",5/5,SHerb,"Dec 12, 2023 · 8:47 AM UTC",Dec 12
7:10am,2 Dung Beetle on the move,"""Laboring with their kills."" S25, at the Lukimbi Lodge turnoff Near Malelane",5/5,Frannie - Tambotie Tranfers and Tours,"Dec 12, 2023 · 8:42 AM UTC",Dec 12
7:00am,4 Southern Ground Hornbill on the move,"""Feeding on the ground and against a dead tree stump."" S25, 400m E of S119 Near Malelane",5/5,Frannie - Tambotie Tranfers and Tours,"Dec 12, 2023 · 8:42 AM UTC",Dec 12
6:50am,1 Snail on the move,"""A big snail."" S25, 300m W of S119 Near Malelane",5/5,Frannie - Tambotie Tranfers and Tours,"Dec 12, 2023 · 8:42 AM UTC",Dec 12
10:30am,1 Leopard stationary,"""Just on the left of the road going towards Malelane Gate."" H3, just N of S114",5/5,Melissaheatherb,"Dec 12, 2023 · 8:36 AM UTC",Dec 12
10:15am,1 Buffalo stationary,"""A very lonely and stressed baby."" S28, 1.5km S of S107 Near Lower Sabie",5/5,Kerry - Kruger Pride Safaris,"Dec 12, 2023 · 8:32 AM UTC",Dec 12
9:58am,2 Lion stationary,"""Lionesses."" S137, 200m E of Duke waterhole access road Near Lower Sabie",5/5,Kerry - Kruger Pride Safaris,"Dec 12, 2023 · 8:32 AM UTC",Dec 12
9:55am,1 Lion stationary,"""A young male lying flat."" S137, 4.6km from S130 Near Lower Sabie",5/5,Kerry - Kruger Pride Safaris,"Dec 12, 2023 · 8:32 AM UTC",Dec 12
9:57am,7 Buffalo on the move,"""Huge males crossing the road."" H3, 350m S of S120 Near Malelane",5/5,MichaelLever1 - Latest Sightings,"Dec 12, 2023 · 8:05 AM UTC",Dec 12
9:10am,1 Elephant stationary,"S110 gravel, at the Matjulu waterhole Near Berg en Dal",5/5,MichaelLever1 - Latest Sightings,"Dec 12, 2023 · 7:59 AM UTC",Dec 12
9:40am,1 Leopard on the move,"""It has a kill in a tree nearby."" H11, 1.7km from Paul Kruger Gate",4/5,lisa_dj,"Dec 12, 2023 · 7:59 AM UTC",Dec 12
9:40am,1 Leopard in a tree,"""Quite far off on the western side of the road."" H3, 450m N of S114 Near Malelane",3/5,MichaelLever1 - Latest Sightings,"Dec 12, 2023 · 7:59 AM UTC",Dec 12
8:50am,5 Southern Ground hornbill in a tree,"S26, 2km E of S114 Near Skukuza",5/5,Paula de Man,"Dec 12, 2023 · 7:35 AM UTC",Dec 12
9:07am,1 Buffalo stationary,"""Chilling in the grass."" Lower Sabie Camp, at the viewing deck",4/5,Jescom,"Dec 12, 2023 · 7:31 AM UTC",Dec 12
8:36am,5 Wild Dog stationary,"H3, 5km n of Afsaal Near Malelane",4/5,wimhomble,"Dec 12, 2023 · 7:31 AM UTC",Dec 12
9:07am,1 Lion drinking,"""It wants to drink water but is scared of the hippo in the water."" S25, 2.3km W of S27 Near Crocodile Bridge",1/5,Tinnerie,"Dec 12, 2023 · 7:31 AM UTC",Dec 12
8:27am,2 Spotted Hyena stationary,"S66, at the Transport Dam Near Skukuza",4/5,Meerkat629,"Dec 12, 2023 · 7:24 AM UTC",Dec 12
7:15am,2 Dung Beetle on the move,"""Rolling their dung ball along the side of the road."" S114, 260m N of H2-2 Near Malelane",5/5,MichaelLever1 - Latest Sightings,"Dec 12, 2023 · 7:24 AM UTC",Dec 12
8:58am,6 Lion stationary,"""Update: They are still here."" S108, 170m from H5 Near Crocodile Bridge",5/5,Didi,"Dec 12, 2023 · 7:08 AM UTC",Dec 12
7:05am,5 Lion on the move,"""Males and a females."" H4-2, 2.6km from Crocodile Bridge",5/5,Didi,"Dec 12, 2023 · 7:08 AM UTC",Dec 12
Yesterday,7:00am,"3 Lions on the move ""Males crossing the Sabie River."" H4-1, just N of Nkuhlu Picnic spot Near Skukuza",5/5,Gina,"Dec 12, 2023 · 6:57 AM UTC",Dec 12
7:50am,Herd of Buffalo stationary,"""A couple of dagga boys."" H4-2, 3.7km N of H5 Near Crocodile Bridge",5/5,Kerry - Kruger Pride Safaris,"Dec 12, 2023 · 6:44 AM UTC",Dec 12
8:20am,3 Cheetah on the move,"""Mom and 2 cubs heading south on the west side."" S82, 8km from H4-2, S entrance Near Lower Sabie",5/5,Kerry - Kruger Pride Safaris,"Dec 12, 2023 · 6:44 AM UTC",Dec 12
7:00am,6 Lion stationary,"""A male and 5 females."" S108, 100m from H5 Near Crocodile Bridge",5/5,Kerry - Kruger Pride Safaris,"Dec 12, 2023 · 6:44 AM UTC",Dec 12
7:25am,3 Lion stationary,"S118, just near S114 Near Malelane",5/5,MichaelLever1 - Latest Sightings,"Dec 12, 2023 · 6:34 AM UTC",Dec 12
5:50am,2 Lion on the move,"""Males moving into the bushes."" S112, 1.3km from S114 Near Skukuza",5/5,MichaelLever1 - Latest Sightings,"Dec 12, 2023 · 6:34 AM UTC",Dec 12
5:10am,1 Lion stationary,"""On the eastern side of the road. It has gone to lie behind a bush."" H1-1, 350m S of S114 Near Skukuza",4/5,MichaelLever1 - Latest Sightings,"Dec 12, 2023 · 6:34 AM UTC",Dec 12
7:08am,3 Lion stationary,"""Lionesses on the northern side."" S137, 500m E of Duke turnoff Near Lower Sabie",5/5,Andre and Corlia,"Dec 12, 2023 · 6:22 AM UTC",Dec 12
7:00am,1 Lion stationary,"""A male."" S137, 500m E of Duke turnoff Near Lower Sabie",5/5,Andre and Corlia,"Dec 12, 2023 · 6:22 AM UTC",Dec 12
7:20am,4 Lion on the move,"""Update: On the east side of the road. They moved into the distance from the side of the road."" H4-2, 1km N of S25 Near Crocodile Bridge",5/5,Yusuf,"Dec 12, 2023 · 6:03 AM UTC",Dec 12
5:34am,4 Lion stationary,"""Lionesses lying scattered about 250m into the veld."" H4-2, 2.6km from Crocodile Bridge Camp Gate",5/5,Andre and Corlia,"Dec 12, 2023 · 4:27 AM UTC",Dec 12
5:34pm,1 Leopard on the move,"""It just walked out of the bush over the road to the other side!"" H1-6, 26.2km from Shingwedzi",5/5,Ruan8808,"Dec 11, 2023 · 3:51 PM UTC",Dec 11
3:35pm,1 Wildebeest feeding,"S25, 3.5km E of S119 Near Malelane",5/5,KopiteonSafari,"Dec 11, 2023 · 2:40 PM UTC",Dec 11
3:35pm,4 Wild Dog stationary,"S25, 3.5km E of S119 Near Malelane",5/5,KopiteonSafari,"Dec 11, 2023 · 2:40 PM UTC",Dec 11
3:22pm,1 Leopard on the move,"S26, 1.1km E of S102 Near Crocodile Bridge",4/5,Andre and Corlia,"Dec 11, 2023 · 2:19 PM UTC",Dec 11
3:19pm,3 Cheetahs on the move,"S82, 600m from H4-2, N entrance Near Lower Sabie",5/5,Christel1975,"Dec 11, 2023 · 2:14 PM UTC",Dec 11
3:33pm,2 Marabou Stork feeding,"S25, 900m from H4-2 Near Crocodile Bridge",5/5,KopiteonSafari,"Dec 11, 2023 · 1:49 PM UTC",Dec 11
3:17pm,6 Elephant on the  move,"""Heading west."" S22, close to S114 Near Skukuza",5/5,Liske,"Dec 11, 2023 · 1:40 PM UTC",Dec 11
6:00am,1 Cheetah stationary,"S1, 2km E of the Nyamundwa Dam Near Phabeni",5/5,Annicaaa,"Dec 11, 2023 · 1:37 PM UTC",Dec 11
1:55pm,4 Wild Dog stationary,"S25, 3.5km E of S119 Near Malelane",5/5,KopiteonSafari,"Dec 11, 2023 · 12:04 PM UTC",Dec 11
1:45pm,Pack of Wild Dog stationary,"""One is collared. Some are sleeping on the road while some are looking restless and keen for a hunt. A Hyena lurking in the background."" H3, at the Mlambane Bridge Near Malelane",5/5,Lynette,"Dec 11, 2023 · 12:02 PM UTC",Dec 11
8:04am,1 Spotted Hyena on the move,"S66, 2.3km from H1-1 Near Skukuza",3/5,Annicaaa,"Dec 11, 2023 · 11:39 AM UTC",Dec 11
11:29am,2 Spotted Hyena stationary,"H4-1, 6.5km E of H1-2 Near Skukuza",5/5,Annicaaa,"Dec 11, 2023 · 11:39 AM UTC",Dec 11
7:19am,3 Giraffe feeding,"H1-1, 2.8km E of S11 E entrance Near Pretoriuskop",5/5,Annicaaa,"Dec 11, 2023 · 11:39 AM UTC",Dec 11
6:18am,1 Elephant feeding,"H1-1, 750m W of S20 Near Pretoriuskop",4/5,Annicaaa,"Dec 11, 2023 · 11:37 AM UTC",Dec 11
6:27am,1 Elephant stationary,"H1-1, 1.2km E of S11 E entrance Near Pretoriuskop",3/5,Annicaaa,"Dec 11, 2023 · 11:37 AM UTC",Dec 11
7:19am,1 Cheetah hunting,"H1-1, 6.8km E of S11 E entrance Near Pretoriuskop",5/5,Annicaaa,"Dec 11, 2023 · 11:37 AM UTC",Dec 11
12:50pm,1 plus Lion stationary,"""We can see a female lying under the bush, but it seems there are also cubs just to the west of the lollipop."" H4-1, 3.7km W of H12 Near Skukuza",3/5,MichaelLever1 - Latest Sightings,"Dec 11, 2023 · 11:22 AM UTC",Dec 11
1:12pm,7 Marabou Stork stationary,"S114, 300m N of S118 Near Malelane",5/5,KopiteonSafari,"Dec 11, 2023 · 11:16 AM UTC",Dec 11
1:06pm,4 Lion stationary,"""Update: There are 2 males and 2 females. The second male and two females are on the opposite side of the road and visibility is 3/5. The one male is out in the open and visibility is 5/5."" S114, 950m N of S118 Near Malelane",5/5,KopiteonSafari,"Dec 11, 2023 · 11:14 AM UTC",Dec 11
11:51am,4 Warthog stationary,"S1, 300m E of S4 Near Skukuza",4/5,NicoleBrighton,"Dec 11, 2023 · 11:01 AM UTC",Dec 11
12:00pm,2 Spotted Hyena stationary,"S1, 1.5km E of S4 Near Skukuza",5/5,NicoleBrighton,"Dec 11, 2023 · 11:01 AM UTC",Dec 11
12:44pm,6 Wild Dog stationary,"S110 gravel, 5.6km W of S120 Near Berg en Dal",5/5,GraemeK,"Dec 11, 2023 · 10:54 AM UTC",Dec 11
12:48pm,1 Lion stationary,"S114, 950m N of S118 Near Malelane",4/5,KopiteonSafari,"Dec 11, 2023 · 10:54 AM UTC",Dec 11
12:14pm,1 Burchell's Coucal in a tree,"S114, 2.4km N of S23 S entrance Near Malelane",4/5,KopiteonSafari,"Dec 11, 2023 · 10:23 AM UTC",Dec 11
12:11pm,1 Spotted Hyena on the move,"S114, 3.9km N of S23 S entrance Near Malelane",5/5,KopiteonSafari,"Dec 11, 2023 · 10:23 AM UTC",Dec 11
12:02pm,2 African Fish Eagle stationary,"S114, 1.9km N of S25 Near Malelane",2/5,Youdabambi,"Dec 11, 2023 · 10:10 AM UTC",Dec 11
11:21am,12 Wild Dog stationary,"S25, 3.5km E of S119 Near Malelane",5/5,TreeHugger,"Dec 11, 2023 · 9:28 AM UTC",Dec 11
7:38am,4 Spotted Hyena sleeping,"H3, 4.5km N of S118 Near Malelane",5/5,Christel1975,"Dec 11, 2023 · 9:04 AM UTC",Dec 11
10:35am,1 Spotted Hyena on the move,"""Crossed the road."" H4-2, just N of S28, S entrance Near Crocodile Bridge",5/5,MicahelLever1 - Latest Sightings,"Dec 11, 2023 · 8:50 AM UTC",Dec 11
8:45am,8 Lion stationary,"""On the grass."" S102, 600m N of the Buffelsdoring waterhole Near Crocodile Bridge",5/5,NatgoeJames,"Dec 11, 2023 · 8:25 AM UTC",Dec 11
9:27am,3 Spotted Hyena stationary,"""On a rock."" H4-1, just W of the H12 junction. Near Skukuza",4/5,Neumann Girls,"Dec 11, 2023 · 8:19 AM UTC",Dec 11
7:47am,8 Lion stationary,"""Lying around. There is a male also."" S102, 1.8km from S26 Near Crocodile Bridge",5/5,Andre and Corlia,"Dec 11, 2023 · 7:35 AM UTC",Dec 11
8:14am,8 Lion stationary,"""Very lazy."" S102, 600m N of the Buffelsdoring waterhole Near Crocodile Bridge",5/5,BerniceVos,"Dec 11, 2023 · 6:25 AM UTC",Dec 11
5:40am,1 Spotted Hyena stationary,"H3, 2km S of Afsaal Near Malelane",5/5,rachitjain,"Dec 11, 2023 · 6:12 AM UTC",Dec 11
7:49am,1 Spotted Hyena stationary,"""Lying in the road."" H3, 2km S of Afsaal Near Malelane",5/5,dane23,"Dec 11, 2023 · 6:12 AM UTC",Dec 11
7:30am,8 Lion sleeping,"""1 male and 7 females."" S102, 600m N of the Buffelsdoring waterhole Near Crocodile Bridge",4/5,minwyn02,"Dec 11, 2023 · 6:12 AM UTC",Dec 11
7:00am,1 Marabou Stork feeding,"S121, at the S114 junction Near Malelane",5/5,Frannie - Tambotie Transfers and Tours,"Dec 11, 2023 · 6:05 AM UTC",Dec 11
6:50am,2 Giraffe fighting,"""A friendly standoff between an old and young bull."" S121, 5km from H3 Near Malelane",5/5,Frannie - Tambotie Transfers and Tours,"Dec 11, 2023 · 6:05 AM UTC",Dec 11
7:00am,2 Lion on a kill,"""Two males on a giraffe kill. Not much is left of the giraffe."" H1-6, 2km N of S48, N entrance Near Mopani",5/5,Lynette,"Dec 11, 2023 · 6:05 AM UTC",Dec 11
7:27am,2 Giraffe stationary,"H1-1, 3.3km S of H11 Near Skukuza",5/5,Sombro,"Dec 11, 2023 · 5:39 AM UTC",Dec 11
6:56am,3 Lion stationary,"S114, 1.1km N of S118 Near Malelane",5/5,Afghan,"Dec 11, 2023 · 5:09 AM UTC",Dec 11
6:20am,10 Wild Dog hunting,"S26, 300m from S25 Near Crocodile Bridge",5/5,minwyn02,"Dec 11, 2023 · 5:03 AM UTC",Dec 11
5:37am,3 Black Backed Jackal on the move,"S25, 400m from H4-2 Near Crocodile Bridge",5/5,Andre and Corlia,"Dec 11, 2023 · 4:35 AM UTC",Dec 11
5:59am,5 Spotted Hyena stationary,"S1, 2.6km W of Nyamundwa Dam Near Phabeni",5/5,Neumann Girls,"Dec 11, 2023 · 4:35 AM UTC",Dec 11
5:56am,1 Cheetah on the move,"""He was walking on the road and later went into the bush."" S1, 2km E of Nyamundwa Dam Near Phabeni",5/5,Aaishah,"Dec 11, 2023 · 4:35 AM UTC",Dec 11
6:13am,2 Lion stationary,"""Males chilling 200m in."" At the Nyamundwa Dam wall, off S1 Near Phabeni",4/5,Neumann Girls,"Dec 11, 2023 · 4:35 AM UTC",Dec 11
5:25pm,1 Leopard on the move,"""Left the tree with the carcass due to a herd of elephants approaching. Lost sight of it"" S1, just W of S4 on N side of road Near Skukuza",1/5,AbdullahCajee24 - Bajee Squad,"Dec 10, 2023 · 3:50 PM UTC",Dec 10
5:25pm,Clan of Spotted Hyena on the move,"""The juvenile is running around and trying to play with all the adults"" H11, at S42 junction Near Skukuza",5/5,Michael - Latest Sightings,"Dec 10, 2023 · 3:50 PM UTC",Dec 10
5:10pm,1 Spotted Hyena on a kill,"""It was eating a baby impala and we could hear the bones snapping"" H11, 1km W of S42 Near Skukuza",5/5,Michael - Latest Sightings,"Dec 10, 2023 · 3:49 PM UTC",Dec 10
4:30pm,1 Leopard in a tree with kill,"S1, just W of S4 on N side of road in the strong rain. It's quite far off Near Skukuza",4/5,Michael - Latest Sightings,"Dec 10, 2023 · 3:07 PM UTC",Dec 10
4:29pm,2 Spotted Hyenas crossed road,"S1, 3.3km E of S3 Near Phabeni",5/5,lemonadeshock,"Dec 10, 2023 · 3:07 PM UTC",Dec 10
2:20pm,Lots of Crocodile and Spoonbills with the pod of Hippopotami,"S28, 1.2km E of H402 S junction Near Crocodile Bridge",5/5,Sez Photography,"Dec 10, 2023 · 2:30 PM UTC",Dec 10
2:30pm,1 Lion stationary,"""Lioness still in the riverbed"" H1-2, Mutlumuvi Bridge on N side Near Skukuza",5/5,AbdullahCajee03 - Bajee Squad,"Dec 10, 2023 · 2:30 PM UTC",Dec 10
3:30pm,4 Lions stationary,"""Lioness with 3 cubs. Little cubs playing around in the rain,mother getting irritated also"" H4-1, about 5km W of H12 on the N side of road Near Skukuza",5/5,AbdullahCajee03 - Bajee Squad,"Dec 10, 2023 · 2:30 PM UTC",Dec 10
3:55pm,1 Spotted Hyena stationary,"""Only one is visible by the den"" H11, at S42 junction Near Skukuza",5/5,Michael - Latest Sightings,"Dec 10, 2023 · 2:21 PM UTC",Dec 10
3:31pm,1 Leopard feeding,"S1, just W of S4 Near Skukuza",4/5,lemonadesshock,"Dec 10, 2023 · 2:20 PM UTC",Dec 10
2:15pm,1 Flap necked Chameleon on the move,"H1-2, 3.1km E of Kruger Tablet Near Tshokwane",5/5,Michael - Latest Sightings,"Dec 10, 2023 · 2:20 PM UTC",Dec 10
10:50am,2 Buffalo stationary,"""Dagga boys on the road"" S83, 450m N of H1-2 E junction Near Skukuza",5/5,Michael - Latest Sightings,"Dec 10, 2023 · 2:18 PM UTC",Dec 10
10:30am,2 Buffalo stationary,"S83, 1.8km N of H1-2 W junction Near Skukuza",5/5,Michael - Latest Sightings,"Dec 10, 2023 · 2:18 PM UTC",Dec 10
10:15am,1 Lion stationary,"""Wouldn't have seen it if another car hadn't pointed it out"" H1-2, on the E side of the Sand river bridge, quite far off Near Skukuza",2/5,Michael - Latest Sightings,"Dec 10, 2023 · 2:18 PM UTC",Dec 10
3:03pm,1 Leopard hunting,"H4-2, 750m N of H5 Near Lower Sabie",2/5,KopiteonSafari,"Dec 10, 2023 · 1:37 PM UTC",Dec 10
9:00am,3 Cheetahs stationary,"S28, 4km S of S107 Near Crocodile Bridge",2/5,ToyahM,"Dec 10, 2023 · 1:36 PM UTC",Dec 10
2:04pm,2 Lions stationary,"S118, 5.6km E of H3 Near Malelane",5/5,ToyahM,"Dec 10, 2023 · 1:36 PM UTC",Dec 10
2:30pm,1 Leopard in a tree,"S1, just past the S4 Near Skukuza",5/5,K,"Dec 10, 2023 · 1:35 PM UTC",Dec 10
1:49pm,1 Lion stationary,"H1-2, Lying in the Sand river Near Skukuza",5/5,K,"Dec 10, 2023 · 1:35 PM UTC",Dec 10
1:06pm,Pod of 7 Hippopotami swimming,"S28, 1.2km E of H4-2 S junction at view site Near Crocodile Bridge",5/5,Eloisar,"Dec 10, 2023 · 11:17 AM UTC",Dec 10
